CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11238,Ms.,Neha,Huang,11/2/1992,S,M,neha11238@adventure-works.com,102070,0,Bachelors,Consultant,N
11239,Mrs.,Elizabeth,Huang,8/25/1974,M,M,elizabeth11239@adventure-works.com,90432,0,Bachelors,Clerical,N
11240,Dr.,Liam,Khan,3/22/1976,S,M,liam11240@adventure-works.com,103324,5,High School,Clerical,N
11241,Mr.,Liam,Sharma,5/24/1972,S,F,liam11241@adventure-works.com,104782,5,Masters,Sales,Y
11242,Mrs.,Olivia,Davis,3/17/1975,M,F,olivia11242@adventure-works.com,58888,1,Bachelors,Management,Y
11243,Mrs.,Priya,Wilson,6/25/1998,M,F,priya11243@adventure-works.com,58181,3,Bachelors,Skilled Manual,N
11244,Ms.,Sarah,Smith,6/19/1964,M,F,sarah11244@adventure-works.com,57591,3,PhD,Clerical,N
11245,Mrs.,Marco,Carlson,9/20/1991,S,F,marco11245@adventure-works.com,58929,3,PhD,Management,N
11246,Mr.,Neha,Johnson,1/13/1996,M,M,neha11246@adventure-works.com,93071,0,PhD,Skilled Manual,N
11247,Dr.,Sophia,Khan,11/4/1982,S,F,sophia11247@adventure-works.com,106378,2,High School,Skilled Manual,Y
11248,Ms.,Shannon,Wilson,7/30/1970,S,F,shannon11248@adventure-works.com,97317,4,Bachelors,Management,N
11249,Mr.,Liam,Johnson,5/11/1963,M,M,liam11249@adventure-works.com,90455,2,High School,Sales,N
11250,Dr.,Marco,Taylor,2/3/1971,S,M,marco11250@adventure-works.com,69941,2,Bachelors,Management,N
11251,Mr.,Shannon,Yang,4/30/1998,S,F,shannon11251@adventure-works.com,104472,4,Masters,Sales,N
11252,Mrs.,Robin,Verhoff,11/23/1985,M,M,robin11252@adventure-works.com,74580,3,PhD,Skilled Manual,N
11253,Mrs.,Julio,Zhu,9/18/1986,M,M,julio11253@adventure-works.com,70681,1,Masters,Skilled Manual,N
11254,Mr.,Ruben,Verhoff,1/17/1977,S,F,ruben11254@adventure-works.com,83893,2,Masters,Professional,N
11255,Dr.,Marco,Singh,10/29/1997,M,M,marco11255@adventure-works.com,97256,1,PhD,Management,N
11256,Dr.,David,Verhoff,12/23/1996,S,M,david11256@adventure-works.com,50863,4,Masters,Management,N
11257,Ms.,Priya,Ruiz,4/2/1966,S,F,priya11257@adventure-works.com,65152,0,Bachelors,Management,Y
11258,Mr.,Eugene,Patel,12/23/1986,M,M,eugene11258@adventure-works.com,114946,1,Masters,Management,Y
11259,Dr.,David,Patel,9/1/1970,S,F,david11259@adventure-works.com,59051,1,PhD,Consultant,N
11260,Dr.,Michael,Zhu,12/8/1982,M,F,michael11260@adventure-works.com,116911,1,PhD,Professional,Y
11261,Mr.,Julio,Torres,1/14/1979,M,F,julio11261@adventure-works.com,78298,0,Masters,Clerical,N
11262,Mr.,Liam,Singh,4/9/1975,S,F,liam11262@adventure-works.com,102185,0,High School,Professional,Y
11263,Ms.,Julio,Torres,5/11/1993,S,M,julio11263@adventure-works.com,48279,0,Masters,Skilled Manual,N
11264,Dr.,Sarah,Khan,5/18/1986,M,F,sarah11264@adventure-works.com,59145,5,PhD,Clerical,N
11265,Dr.,Robin,Carlson,7/6/2000,M,F,robin11265@adventure-works.com,94316,4,Masters,Consultant,Y
11266,Ms.,Daniel,Carlson,3/20/1995,S,M,daniel11266@adventure-works.com,105948,4,PhD,Consultant,N
11267,Ms.,Liam,Garcia,1/5/1995,M,F,liam11267@adventure-works.com,35794,0,High School,Management,N
11268,Ms.,Marco,Johnson,9/16/1982,M,F,marco11268@adventure-works.com,96688,4,High School,Professional,N
11269,Dr.,Neha,Sharma,12/23/1963,S,F,neha11269@adventure-works.com,52798,4,Bachelors,Sales,Y
11270,Dr.,Neha,Zhu,3/30/1989,S,M,neha11270@adventure-works.com,67540,0,High School,Professional,N
11271,Ms.,Marco,Taylor,9/29/1981,S,M,marco11271@adventure-works.com,76542,2,High School,Sales,Y
11272,Mrs.,John,Wilson,4/6/1961,M,M,john11272@adventure-works.com,70080,0,PhD,Management,Y
11273,Mrs.,Liam,Sharma,9/8/1983,S,M,liam11273@adventure-works.com,112099,2,PhD,Professional,Y
11274,Dr.,Olivia,Verhoff,6/20/1990,M,F,olivia11274@adventure-works.com,93367,4,Bachelors,Consultant,N
11275,Mr.,Sophia,Khan,2/8/1992,S,F,sophia11275@adventure-works.com,37172,0,High School,Sales,Y
11276,Mrs.,David,Garcia,7/19/1968,M,F,david11276@adventure-works.com,93651,3,High School,Skilled Manual,Y
11277,Dr.,Noah,Verhoff,11/1/1985,S,M,noah11277@adventure-works.com,90437,0,Masters,Professional,Y
11278,Mrs.,Michael,Ruiz,11/7/1988,M,F,michael11278@adventure-works.com,72016,4,Bachelors,Consultant,Y
11279,Ms.,Amit,Khan,6/23/1997,M,M,amit11279@adventure-works.com,59987,0,High School,Clerical,N
11280,Ms.,Shannon,Ruiz,1/25/1995,M,F,shannon11280@adventure-works.com,80926,1,Bachelors,Clerical,Y
11281,Mrs.,Sophia,Huang,11/18/1960,S,F,sophia11281@adventure-works.com,64687,3,High School,Clerical,Y
11282,Ms.,Elizabeth,Khan,2/23/1966,M,F,elizabeth11282@adventure-works.com,100801,0,PhD,Consultant,Y
11283,Mr.,Christy,Garcia,10/16/1968,S,M,christy11283@adventure-works.com,47179,4,PhD,Consultant,Y
11284,Mrs.,Michael,Taylor,6/18/1969,S,M,michael11284@adventure-works.com,77561,0,Bachelors,Skilled Manual,Y
11285,Dr.,Elizabeth,Smith,7/25/1982,S,M,elizabeth11285@adventure-works.com,47909,4,PhD,Sales,Y
11286,Mrs.,Neha,Miller,12/11/1999,M,F,neha11286@adventure-works.com,57390,2,Masters,Consultant,Y
11287,Dr.,Daniel,Sharma,11/19/1981,M,F,daniel11287@adventure-works.com,119403,5,Masters,Management,Y
11288,Dr.,Michael,Mehta,2/9/1979,M,F,michael11288@adventure-works.com,30428,0,Bachelors,Sales,Y
11289,Dr.,Sophia,Garcia,2/11/1997,M,F,sophia11289@adventure-works.com,118491,3,Masters,Management,Y
11290,Mrs.,Priya,Ruiz,8/1/1997,S,M,priya11290@adventure-works.com,104763,5,High School,Sales,Y
11291,Dr.,Liam,Patel,3/5/1976,S,M,liam11291@adventure-works.com,113318,0,PhD,Sales,N
11292,Mr.,Amit,Davis,6/7/1993,S,M,amit11292@adventure-works.com,82677,0,High School,Professional,N
11293,Mr.,Julio,Mehta,7/5/1961,S,M,julio11293@adventure-works.com,41780,5,High School,Management,Y
11294,Mrs.,Priya,Ruiz,6/25/1996,M,F,priya11294@adventure-works.com,116842,1,High School,Consultant,N
11295,Ms.,Marco,Smith,7/10/1982,M,M,marco11295@adventure-works.com,115969,3,High School,Sales,N
11296,Dr.,Amit,Carlson,12/7/1980,S,M,amit11296@adventure-works.com,109927,4,High School,Skilled Manual,Y
11297,Mr.,Shannon,Huang,6/30/1993,M,F,shannon11297@adventure-works.com,112015,1,High School,Management,N
11298,Dr.,Noah,Khan,11/11/1967,S,M,noah11298@adventure-works.com,103529,2,Bachelors,Professional,N
11299,Mr.,Julio,Brown,3/4/1960,S,M,julio11299@adventure-works.com,55685,4,Masters,Professional,N
11300,Dr.,Sophia,Garcia,6/2/1994,S,F,sophia11300@adventure-works.com,62360,3,Bachelors,Management,N
11301,Dr.,Eugene,Smith,2/27/1991,M,F,eugene11301@adventure-works.com,91219,4,PhD,Sales,Y
11302,Mr.,Sophia,Brown,9/28/1973,M,F,sophia11302@adventure-works.com,31059,2,Masters,Management,N
11303,Ms.,Michael,Wilson,12/10/1992,S,F,michael11303@adventure-works.com,93944,3,PhD,Sales,Y
11304,Mr.,Daniel,Davis,2/27/2000,S,F,daniel11304@adventure-works.com,83886,3,Bachelors,Management,N
11305,Mr.,David,Mehta,10/29/1974,S,M,david11305@adventure-works.com,102071,0,High School,Professional,Y
11306,Ms.,Eugene,Huang,5/19/1999,M,F,eugene11306@adventure-works.com,56720,1,High School,Management,Y
11307,Ms.,Ruben,Johnson,7/19/1993,M,F,ruben11307@adventure-works.com,66562,2,Masters,Clerical,Y
11308,Mr.,Daniel,Khan,4/6/1972,S,M,daniel11308@adventure-works.com,65025,5,PhD,Sales,Y
11309,Mrs.,Liam,Singh,9/26/1985,M,M,liam11309@adventure-works.com,63526,2,High School,Professional,Y
11310,Mrs.,Elizabeth,Ruiz,6/3/1992,M,F,elizabeth11310@adventure-works.com,119419,0,PhD,Professional,N
11311,Dr.,Liam,Verhoff,6/10/1979,M,M,liam11311@adventure-works.com,89672,5,Masters,Sales,N
11312,Dr.,Ruben,Ruiz,7/16/1960,S,F,ruben11312@adventure-works.com,70073,3,PhD,Management,Y
11313,Dr.,Amit,Carlson,1/19/1965,M,F,amit11313@adventure-works.com,99273,1,Bachelors,Clerical,N
11314,Dr.,Christy,Taylor,1/21/1980,S,M,christy11314@adventure-works.com,83749,1,PhD,Consultant,N
11315,Mr.,Olivia,Taylor,6/3/1972,M,M,olivia11315@adventure-works.com,66249,4,Masters,Clerical,N
11316,Mrs.,Priya,Torres,10/26/1966,M,F,priya11316@adventure-works.com,91654,1,High School,Sales,N
11317,Mr.,Sarah,Johnson,7/9/1968,M,F,sarah11317@adventure-works.com,90958,5,Bachelors,Consultant,Y
11318,Ms.,Julio,Carlson,11/2/1992,M,F,julio11318@adventure-works.com,87357,1,PhD,Skilled Manual,Y
11319,Ms.,Olivia,Singh,1/16/1977,S,F,olivia11319@adventure-works.com,91430,5,High School,Sales,N
11320,Mr.,Priya,Sharma,6/25/1994,M,F,priya11320@adventure-works.com,60730,1,Bachelors,Professional,Y
11321,Mr.,Christy,Davis,2/9/1992,S,M,christy11321@adventure-works.com,58171,3,PhD,Sales,N
11322,Mrs.,Marco,Huang,11/30/1999,S,F,marco11322@adventure-works.com,69692,2,Masters,Consultant,Y
11323,Ms.,Marco,Wilson,5/8/1991,S,F,marco11323@adventure-works.com,30912,2,Bachelors,Skilled Manual,Y
11324,Ms.,Amit,Wilson,12/23/1966,S,F,amit11324@adventure-works.com,31513,5,Bachelors,Consultant,N
11325,Mr.,Amit,Zhu,8/11/1981,M,F,amit11325@adventure-works.com,56703,1,High School,Sales,Y
11326,Ms.,Julio,Torres,6/27/1977,M,M,julio11326@adventure-works.com,71064,2,Masters,Sales,N
11327,Mr.,Neha,Davis,7/25/1969,M,M,neha11327@adventure-works.com,115274,2,PhD,Consultant,Y
11328,Mrs.,Priya,Patel,2/2/1991,S,M,priya11328@adventure-works.com,70746,5,Bachelors,Management,Y
11329,Ms.,John,Singh,2/8/1996,S,F,john11329@adventure-works.com,101956,2,Masters,Professional,N
11330,Ms.,Ruben,Khan,6/6/1964,M,F,ruben11330@adventure-works.com,65864,1,High School,Consultant,Y
11331,Mrs.,Sarah,Sharma,7/10/1962,S,M,sarah11331@adventure-works.com,73406,5,Masters,Clerical,N
11332,Mrs.,Liam,Verhoff,6/8/1980,M,F,liam11332@adventure-works.com,30863,3,PhD,Sales,N
11333,Mr.,John,Zhu,9/21/1982,S,F,john11333@adventure-works.com,80240,4,PhD,Clerical,Y
11334,Dr.,Priya,Huang,3/29/1974,M,F,priya11334@adventure-works.com,49210,5,PhD,Management,Y
11335,Mr.,Robin,Davis,4/15/2000,S,F,robin11335@adventure-works.com,90123,4,Bachelors,Consultant,Y
11336,Ms.,Marco,Johnson,8/18/1986,S,M,marco11336@adventure-works.com,93378,5,Bachelors,Sales,N
11337,Ms.,Sarah,Miller,1/17/2001,M,F,sarah11337@adventure-works.com,51671,1,High School,Consultant,N
11338,Mrs.,Ruben,Davis,1/13/1990,M,M,ruben11338@adventure-works.com,89218,5,High School,Management,Y
11339,Ms.,Marco,Khan,8/31/1998,S,M,marco11339@adventure-works.com,75542,3,PhD,Management,Y
11340,Ms.,Neha,Taylor,6/13/1961,S,F,neha11340@adventure-works.com,73089,0,PhD,Management,Y
11341,Mr.,Neha,Brown,4/27/1995,S,M,neha11341@adventure-works.com,50444,0,Bachelors,Sales,Y
11342,Mr.,Liam,Wilson,6/8/1995,M,M,liam11342@adventure-works.com,59033,1,Masters,Consultant,Y
11343,Dr.,Amit,Ruiz,6/30/1977,S,M,amit11343@adventure-works.com,103997,0,Bachelors,Management,N
11344,Mrs.,Robin,Mehta,3/28/1969,S,M,robin11344@adventure-works.com,53527,5,Masters,Management,N
11345,Mrs.,Shannon,Mehta,5/31/1965,M,F,shannon11345@adventure-works.com,43070,1,Bachelors,Skilled Manual,Y
11346,Mr.,Daniel,Taylor,7/14/1985,M,F,daniel11346@adventure-works.com,108663,1,PhD,Skilled Manual,Y
11347,Mrs.,Ruben,Miller,9/11/1994,M,F,ruben11347@adventure-works.com,48457,3,PhD,Professional,Y
11348,Dr.,Daniel,Zhu,4/24/1968,M,M,daniel11348@adventure-works.com,36965,5,Masters,Sales,Y
11349,Mr.,Priya,Taylor,11/16/1980,S,M,priya11349@adventure-works.com,45834,3,PhD,Clerical,N
11350,Ms.,Daniel,Miller,5/21/1970,S,M,daniel11350@adventure-works.com,41392,4,High School,Consultant,N
11351,Mr.,Robin,Smith,2/28/1992,M,M,robin11351@adventure-works.com,43499,5,Masters,Consultant,N
11352,Ms.,Sophia,Carlson,10/6/2000,S,M,sophia11352@adventure-works.com,30223,1,Masters,Consultant,Y
11353,Mrs.,Ruben,Taylor,5/19/1962,S,F,ruben11353@adventure-works.com,118634,0,Masters,Consultant,Y
11354,Ms.,Eugene,Davis,5/24/1990,S,F,eugene11354@adventure-works.com,110016,3,Bachelors,Professional,Y
11355,Dr.,Robin,Miller,3/11/1968,M,F,robin11355@adventure-works.com,97646,4,Bachelors,Skilled Manual,N
11356,Mrs.,Noah,Taylor,1/10/1995,M,M,noah11356@adventure-works.com,75485,5,Masters,Professional,N
11357,Dr.,Julio,Huang,7/29/1979,S,F,julio11357@adventure-works.com,87620,0,High School,Professional,Y
11358,Dr.,Olivia,Verhoff,7/16/1968,M,M,olivia11358@adventure-works.com,49427,0,Masters,Management,N
11359,Ms.,Priya,Ruiz,11/9/1985,M,F,priya11359@adventure-works.com,65080,3,Bachelors,Sales,N
11360,Ms.,Elizabeth,Verhoff,7/28/1963,M,F,elizabeth11360@adventure-works.com,107129,4,PhD,Sales,Y
11361,Ms.,Michael,Khan,6/18/1987,M,M,michael11361@adventure-works.com,71704,3,Bachelors,Sales,N
11362,Dr.,Olivia,Patel,7/9/1997,M,M,olivia11362@adventure-works.com,33276,0,High School,Clerical,Y
11363,Mr.,Shannon,Mehta,7/16/1976,M,F,shannon11363@adventure-works.com,60658,2,Bachelors,Sales,Y
11364,Mr.,Noah,Torres,12/28/1975,M,F,noah11364@adventure-works.com,96537,1,Bachelors,Clerical,Y
11365,Mr.,Michael,Miller,4/12/1984,M,M,michael11365@adventure-works.com,103307,5,Masters,Professional,N
11366,Mrs.,Sarah,Taylor,11/11/1990,S,F,sarah11366@adventure-works.com,53586,1,Masters,Clerical,N
11367,Mr.,Sarah,Patel,3/29/1964,M,M,sarah11367@adventure-works.com,30306,3,Bachelors,Skilled Manual,N
11368,Mrs.,Shannon,Johnson,10/10/1999,M,M,shannon11368@adventure-works.com,47422,3,PhD,Clerical,N
11369,Mrs.,Shannon,Carlson,9/8/1984,S,F,shannon11369@adventure-works.com,110984,5,Masters,Consultant,Y
11370,Ms.,Shannon,Huang,11/11/1982,S,M,shannon11370@adventure-works.com,109208,1,High School,Management,N
11371,Ms.,Daniel,Sharma,1/14/1995,S,M,daniel11371@adventure-works.com,91161,5,Bachelors,Clerical,Y
11372,Dr.,Marco,Zhu,8/14/1982,M,F,marco11372@adventure-works.com,116743,1,Masters,Management,Y
11373,Ms.,Michael,Verhoff,10/8/1965,M,F,michael11373@adventure-works.com,94264,3,Bachelors,Sales,Y
11374,Dr.,Priya,Sharma,1/21/1962,M,F,priya11374@adventure-works.com,94362,3,Bachelors,Clerical,Y
11375,Ms.,David,Singh,11/15/1975,M,F,david11375@adventure-works.com,47274,1,PhD,Sales,Y
11376,Dr.,Neha,Patel,6/14/1991,S,M,neha11376@adventure-works.com,35808,2,Bachelors,Professional,Y
11377,Dr.,Sarah,Garcia,4/2/1998,S,M,sarah11377@adventure-works.com,99122,4,PhD,Sales,N
11378,Ms.,Amit,Verhoff,1/4/1991,S,M,amit11378@adventure-works.com,55760,2,High School,Professional,Y
11379,Ms.,Noah,Wilson,1/15/2001,S,M,noah11379@adventure-works.com,61673,0,Masters,Consultant,Y
11380,Mr.,Sarah,Sharma,1/8/1998,M,M,sarah11380@adventure-works.com,93717,3,PhD,Consultant,Y
11381,Mrs.,Christy,Smith,5/29/1973,S,M,christy11381@adventure-works.com,71482,0,Masters,Consultant,N
11382,Dr.,Ruben,Carlson,8/22/1984,M,M,ruben11382@adventure-works.com,94501,5,Masters,Consultant,Y
11383,Ms.,Shannon,Smith,1/3/1967,M,M,shannon11383@adventure-works.com,53226,2,Masters,Clerical,Y
11384,Mr.,Sarah,Taylor,12/3/1981,M,M,sarah11384@adventure-works.com,72393,5,Masters,Management,N
11385,Mr.,Ruben,Patel,7/10/1993,M,M,ruben11385@adventure-works.com,57860,0,High School,Skilled Manual,N
11386,Mr.,Sophia,Davis,6/20/1991,M,F,sophia11386@adventure-works.com,113257,1,Bachelors,Management,Y
11387,Mr.,Sophia,Davis,10/29/1998,M,M,sophia11387@adventure-works.com,88670,1,Masters,Management,Y
11388,Dr.,John,Singh,8/5/1976,M,F,john11388@adventure-works.com,104948,3,PhD,Consultant,N
11389,Ms.,Liam,Sharma,8/7/1964,M,M,liam11389@adventure-works.com,114476,3,PhD,Clerical,Y
11390,Ms.,Robin,Patel,4/24/1983,S,M,robin11390@adventure-works.com,114370,2,Masters,Skilled Manual,Y
11391,Dr.,Noah,Singh,1/6/1974,S,M,noah11391@adventure-works.com,45610,0,Bachelors,Consultant,Y
11392,Ms.,Neha,Taylor,4/29/1974,M,F,neha11392@adventure-works.com,73788,5,Bachelors,Consultant,N
11393,Ms.,Eugene,Ruiz,7/22/1976,S,F,eugene11393@adventure-works.com,83507,3,Masters,Clerical,Y
11394,Mrs.,David,Mehta,2/18/1989,M,F,david11394@adventure-works.com,82826,0,Bachelors,Management,N
11395,Mrs.,David,Sharma,1/4/1980,M,F,david11395@adventure-works.com,87780,4,PhD,Sales,Y
11396,Ms.,Eugene,Garcia,1/27/1985,S,F,eugene11396@adventure-works.com,52403,0,Bachelors,Consultant,Y
11397,Mrs.,Noah,Verhoff,4/20/1998,M,F,noah11397@adventure-works.com,100362,1,PhD,Consultant,Y
11398,Mr.,Liam,Zhu,5/9/1975,S,F,liam11398@adventure-works.com,62248,4,High School,Consultant,Y
11399,Mrs.,Julio,Brown,9/11/1986,S,M,julio11399@adventure-works.com,118321,1,PhD,Skilled Manual,N
11400,Mrs.,Noah,Yang,5/24/1980,M,F,noah11400@adventure-works.com,51298,2,High School,Clerical,Y
11401,Dr.,Liam,Verhoff,7/14/1995,S,M,liam11401@adventure-works.com,79975,2,Bachelors,Management,Y
11402,Mrs.,Julio,Zhu,5/20/1963,M,M,julio11402@adventure-works.com,46891,4,PhD,Professional,N
11403,Mrs.,Elizabeth,Smith,1/11/1978,S,F,elizabeth11403@adventure-works.com,100653,5,Bachelors,Consultant,Y
11404,Dr.,Eugene,Singh,6/24/1975,M,M,eugene11404@adventure-works.com,83609,0,High School,Clerical,N
11405,Mrs.,Robin,Patel,3/15/1978,M,F,robin11405@adventure-works.com,82285,5,Bachelors,Consultant,N
11406,Dr.,Sophia,Khan,11/2/1969,S,M,sophia11406@adventure-works.com,118589,4,Bachelors,Skilled Manual,Y
11407,Mrs.,Elizabeth,Mehta,6/29/1979,S,M,elizabeth11407@adventure-works.com,118689,1,Masters,Sales,Y
11408,Dr.,Priya,Taylor,5/11/1999,M,F,priya11408@adventure-works.com,42797,5,High School,Consultant,N
11409,Dr.,John,Johnson,3/7/1963,M,F,john11409@adventure-works.com,51253,4,PhD,Sales,Y
11410,Mr.,Priya,Sharma,11/25/1991,M,F,priya11410@adventure-works.com,104213,3,High School,Professional,N
11411,Mr.,Sophia,Garcia,2/6/1991,M,F,sophia11411@adventure-works.com,75039,1,High School,Skilled Manual,N
11412,Dr.,Eugene,Johnson,7/22/1965,M,F,eugene11412@adventure-works.com,103152,2,High School,Clerical,Y
11413,Ms.,Julio,Wilson,10/25/1989,S,F,julio11413@adventure-works.com,85492,1,High School,Management,N
11414,Mrs.,Liam,Sharma,1/29/1990,S,M,liam11414@adventure-works.com,78594,0,High School,Sales,Y
11415,Dr.,Elizabeth,Taylor,11/20/1978,M,F,elizabeth11415@adventure-works.com,49757,5,High School,Management,N
11416,Mr.,Robin,Zhu,2/13/1980,S,F,robin11416@adventure-works.com,42657,3,PhD,Consultant,N
11417,Dr.,Marco,Mehta,1/12/1960,M,M,marco11417@adventure-works.com,77979,5,Masters,Clerical,N
11418,Ms.,Shannon,Sharma,1/26/1977,S,M,shannon11418@adventure-works.com,51166,5,Bachelors,Consultant,Y
11419,Dr.,Eugene,Ruiz,1/26/1981,M,F,eugene11419@adventure-works.com,94300,3,High School,Consultant,Y
11420,Dr.,Ruben,Davis,5/11/1980,S,F,ruben11420@adventure-works.com,108240,4,Bachelors,Skilled Manual,Y
11421,Mr.,Eugene,Torres,7/24/1960,S,M,eugene11421@adventure-works.com,104065,2,PhD,Consultant,N
11422,Dr.,Neha,Yang,7/13/1978,M,M,neha11422@adventure-works.com,32210,0,Masters,Clerical,N
11423,Ms.,Noah,Wilson,3/26/1999,M,M,noah11423@adventure-works.com,91728,4,Bachelors,Clerical,Y
11424,Mr.,Robin,Taylor,3/21/1985,S,M,robin11424@adventure-works.com,92500,1,High School,Skilled Manual,Y
11425,Ms.,Neha,Ruiz,2/8/1980,M,M,neha11425@adventure-works.com,64077,1,Bachelors,Professional,N
11426,Dr.,Michael,Taylor,2/9/1985,M,F,michael11426@adventure-works.com,47088,2,PhD,Skilled Manual,N
11427,Mr.,Ruben,Garcia,9/20/1962,M,F,ruben11427@adventure-works.com,111047,5,Bachelors,Sales,Y
11428,Mrs.,Christy,Miller,6/4/1982,M,M,christy11428@adventure-works.com,47688,5,PhD,Sales,N
11429,Dr.,John,Zhu,5/23/1994,M,M,john11429@adventure-works.com,49687,1,PhD,Management,N
11430,Mrs.,Julio,Miller,10/23/1998,S,F,julio11430@adventure-works.com,114428,0,High School,Skilled Manual,Y
11431,Mr.,Sarah,Garcia,3/3/1964,M,M,sarah11431@adventure-works.com,82015,3,PhD,Management,Y
11432,Ms.,Robin,Smith,3/8/1989,S,F,robin11432@adventure-works.com,88731,2,Bachelors,Skilled Manual,N
11433,Ms.,Shannon,Wilson,3/27/1993,M,F,shannon11433@adventure-works.com,79275,3,High School,Management,N
11434,Ms.,Daniel,Ruiz,5/25/1982,S,M,daniel11434@adventure-works.com,95183,2,High School,Sales,Y
11435,Ms.,Julio,Carlson,11/17/1993,S,M,julio11435@adventure-works.com,107226,3,Masters,Consultant,N
11436,Dr.,Elizabeth,Ruiz,2/17/1974,M,M,elizabeth11436@adventure-works.com,40164,4,High School,Clerical,N
11437,Mr.,Neha,Yang,1/21/1962,M,M,neha11437@adventure-works.com,34169,3,High School,Skilled Manual,Y
11438,Dr.,Michael,Patel,6/24/1995,M,M,michael11438@adventure-works.com,35700,1,Masters,Sales,N
11439,Mr.,Christy,Smith,1/5/1965,M,M,christy11439@adventure-works.com,71324,2,High School,Consultant,Y
11440,Dr.,Priya,Ruiz,7/16/1996,M,M,priya11440@adventure-works.com,79883,1,Masters,Clerical,Y
11441,Dr.,Sophia,Patel,9/19/1994,M,F,sophia11441@adventure-works.com,86571,0,PhD,Management,N
11442,Ms.,David,Smith,7/17/1969,S,F,david11442@adventure-works.com,47444,4,PhD,Clerical,Y
11443,Mrs.,Eugene,Johnson,9/1/1968,M,M,eugene11443@adventure-works.com,94727,3,Masters,Management,N
11444,Mr.,Julio,Torres,6/24/1972,S,M,julio11444@adventure-works.com,48194,2,Masters,Consultant,N
11445,Dr.,Liam,Brown,5/28/1972,S,M,liam11445@adventure-works.com,79412,4,PhD,Professional,Y
11446,Mr.,Michael,Carlson,7/17/1983,S,F,michael11446@adventure-works.com,96221,1,PhD,Professional,Y
11447,Dr.,Marco,Ruiz,6/7/1975,S,F,marco11447@adventure-works.com,85840,0,Bachelors,Management,N
11448,Mrs.,John,Carlson,6/30/1980,M,M,john11448@adventure-works.com,63011,4,PhD,Consultant,N
11449,Mrs.,Priya,Johnson,12/20/1978,S,F,priya11449@adventure-works.com,68809,5,High School,Sales,N
11450,Ms.,Shannon,Garcia,9/21/1996,M,F,shannon11450@adventure-works.com,68493,1,Masters,Management,N
11451,Ms.,Eugene,Johnson,12/8/1981,M,F,eugene11451@adventure-works.com,92504,4,High School,Clerical,N
11452,Dr.,Michael,Verhoff,5/8/1984,S,M,michael11452@adventure-works.com,60681,0,Bachelors,Professional,Y
11453,Ms.,Sarah,Garcia,9/1/1977,S,M,sarah11453@adventure-works.com,112263,5,Masters,Sales,N
11454,Ms.,Olivia,Zhu,4/12/1975,S,M,olivia11454@adventure-works.com,86667,2,High School,Sales,Y
11455,Mrs.,Priya,Verhoff,11/29/1973,S,F,priya11455@adventure-works.com,94640,3,High School,Skilled Manual,N
11456,Mr.,Michael,Garcia,9/22/1999,M,M,michael11456@adventure-works.com,75604,1,Masters,Consultant,N
11457,Ms.,Shannon,Carlson,10/15/1987,S,F,shannon11457@adventure-works.com,92819,4,Masters,Professional,N
11458,Dr.,Eugene,Patel,12/27/1976,M,M,eugene11458@adventure-works.com,83197,1,Masters,Management,Y
11459,Mrs.,Shannon,Smith,7/13/1984,M,F,shannon11459@adventure-works.com,65946,5,PhD,Management,Y
11460,Mr.,Sarah,Singh,1/13/1983,S,F,sarah11460@adventure-works.com,64693,1,High School,Sales,Y
11461,Ms.,John,Torres,9/14/1965,M,F,john11461@adventure-works.com,81823,4,Bachelors,Clerical,N
11462,Dr.,Eugene,Patel,6/7/1966,S,F,eugene11462@adventure-works.com,88681,2,High School,Sales,N
11463,Mrs.,Daniel,Taylor,2/3/1983,S,M,daniel11463@adventure-works.com,70497,1,Bachelors,Sales,N
11464,Mrs.,Julio,Smith,1/26/1973,S,F,julio11464@adventure-works.com,39732,2,Bachelors,Skilled Manual,Y
11465,Ms.,Sophia,Johnson,6/4/1966,S,M,sophia11465@adventure-works.com,119060,3,PhD,Professional,Y
11466,Dr.,Noah,Smith,9/17/1989,M,F,noah11466@adventure-works.com,75203,4,High School,Sales,Y
11467,Dr.,David,Garcia,4/7/1966,S,M,david11467@adventure-works.com,63677,0,Masters,Management,N
11468,Dr.,Ruben,Mehta,8/31/1962,S,M,ruben11468@adventure-works.com,93012,2,Bachelors,Skilled Manual,N
11469,Mr.,Julio,Sharma,5/30/1971,M,F,julio11469@adventure-works.com,45863,5,Bachelors,Clerical,N
11470,Mrs.,Marco,Zhu,3/26/1970,M,F,marco11470@adventure-works.com,91577,2,Masters,Professional,N
11471,Mr.,Shannon,Patel,11/18/1962,S,M,shannon11471@adventure-works.com,107752,1,High School,Clerical,N
11472,Dr.,Christy,Patel,2/11/1991,S,M,christy11472@adventure-works.com,86252,3,High School,Clerical,N
11473,Mr.,Liam,Smith,7/16/1962,S,F,liam11473@adventure-works.com,75518,1,Bachelors,Consultant,Y
11474,Mrs.,Elizabeth,Miller,4/27/1996,M,M,elizabeth11474@adventure-works.com,71841,3,Bachelors,Professional,N
11475,Ms.,Noah,Ruiz,3/15/1983,S,M,noah11475@adventure-works.com,83701,1,PhD,Skilled Manual,Y
11476,Dr.,David,Smith,6/8/1980,S,M,david11476@adventure-works.com,51680,1,Bachelors,Professional,Y
